Issue,Red1,Red2,Red3,Red4,Red5,Red6,Blue balls
0.3384,0.025,0.1,0.125,0.425,0.6,0.675,0.225
0.3388,0.125,0.2,0.225,0.25,0.275,0.45,0.2
0.3392,0.025,0.15,0.175,0.375,0.6,0.75,0.2
0.3396,0.025,0.075,0.425,0.575,0.75,0.825,0.3
0.34,0.25,0.5,0.55,0.575,0.65,0.825,0.275
0.3404,0.275,0.375,0.425,0.45,0.5,0.75,0.4
0.3408,0.05,0.175,0.275,0.4,0.675,0.8,0.15
0.3412,0.075,0.15,0.3,0.375,0.575,0.65,0.25
0.3416,0.3,0.325,0.375,0.55,0.575,0.725,0.325
0.342,0.2,0.35,0.6,0.65,0.7,0.8,0.175
0.3424,0.025,0.05,0.075,0.375,0.75,0.825,0.025
0.3428,0.225,0.275,0.3,0.475,0.675,0.8,0.15
0.3432,0.175,0.2,0.325,0.35,0.725,0.75,0.15
0.3436,0.225,0.3,0.45,0.525,0.55,0.65,0.175
0.344,0.15,0.375,0.525,0.65,0.725,0.775,0.125
0.3444,0.15,0.225,0.45,0.575,0.8,0.825,0.175
0.3448,0.05,0.15,0.375,0.45,0.5,0.775,0.075
0.3452,0.3,0.325,0.375,0.575,0.7,0.8,0.125
0.3456,0.125,0.3,0.35,0.375,0.525,0.675,0.075
0.346,0.1,0.175,0.25,0.5,0.65,0.75,0.3
0.3464,0.025,0.2,0.575,0.65,0.7,0.825,0.2
0.3468,0.2,0.4,0.55,0.575,0.675,0.75,0.275
0.3472,0.1,0.225,0.25,0.375,0.45,0.65,0.175
0.3476,0.275,0.35,0.4,0.45,0.65,0.75,0.025
0.348,0.075,0.1,0.15,0.575,0.75,0.8,0.025
0.3484,0.4,0.5,0.525,0.65,0.725,0.75,0.225
0.3488,0.15,0.2,0.275,0.375,0.525,0.55,0.4
0.3492,0.075,0.175,0.275,0.375,0.425,0.775,0.025
0.3496,0.225,0.3,0.35,0.5,0.75,0.775,0.15
0.35,0.325,0.525,0.6,0.725,0.75,0.8,0.1
0.3504,0.15,0.25,0.325,0.4,0.525,0.575,0.175
0.3508,0.225,0.275,0.375,0.475,0.525,0.75,0.2
0.3512,0.175,0.3,0.45,0.475,0.55,0.7,0.1
0.3516,0.4,0.425,0.575,0.65,0.775,0.8,0.275
0.352,0.075,0.1,0.45,0.55,0.6,0.725,0.275
0.3524,0.1,0.225,0.25,0.45,0.725,0.8,0.2
0.3528,0.125,0.175,0.25,0.35,0.425,0.625,0.275
0.3532,0.125,0.2,0.25,0.375,0.575,0.65,0.225
0.3536,0.075,0.175,0.325,0.575,0.675,0.75,0.275
0.354,0.175,0.325,0.425,0.65,0.8,0.825,0.1
0.3544,0.25,0.275,0.325,0.4,0.475,0.75,0.075
0.3548,0.25,0.475,0.5,0.525,0.575,0.8,0.25
0.3552,0.05,0.125,0.275,0.65,0.75,0.8,0.4
0.3556,0.025,0.05,0.35,0.575,0.7,0.725,0.375
0.356,0.2,0.3,0.5,0.55,0.75,0.825,0.05
0.3564,0.05,0.375,0.475,0.6,0.775,0.8,0.1
0.3568,0.1,0.25,0.4,0.575,0.7,0.75,0.125
0.3572,0.15,0.275,0.45,0.5,0.625,0.75,0.125
0.3576,0.075,0.125,0.3,0.45,0.525,0.575,0.05
0.358,0.025,0.05,0.225,0.25,0.525,0.775,0.25
0.3584,0.1,0.125,0.575,0.65,0.775,0.8,0.15
0.3588,0.025,0.075,0.3,0.5,0.525,0.725,0.1
0.3592,0.225,0.4,0.425,0.45,0.55,0.675,0.35
0.3596,0.125,0.25,0.4,0.475,0.575,0.7,0.325
0.36,0.025,0.325,0.375,0.425,0.5,0.75,0.125
0.3604,0.225,0.45,0.475,0.625,0.7,0.775,0.15
0.3608,0.025,0.225,0.35,0.4,0.7,0.8,0.4
0.3612,0.125,0.175,0.3,0.35,0.375,0.5,0.325
0.3616,0.05,0.225,0.4,0.525,0.75,0.775,0.325
0.362,0.025,0.275,0.325,0.625,0.8,0.825,0.15
0.3624,0.1,0.125,0.15,0.625,0.725,0.75,0.075
0.3628,0.275,0.375,0.45,0.525,0.675,0.725,0.05
0.3632,0.05,0.2,0.3,0.45,0.6,0.7,0.1
0.3636,0.1,0.225,0.275,0.5,0.8,0.825,0.325
0.364,0.1,0.2,0.3,0.425,0.5,0.75,0.075
0.3644,0.275,0.3,0.325,0.45,0.575,0.8,0.275
0.3648,0.15,0.275,0.325,0.5,0.7,0.8,0.15
0.3652,0.1,0.175,0.275,0.375,0.4,0.425,0.05
0.3656,0.05,0.075,0.175,0.275,0.475,0.8,0.1
0.366,0.175,0.225,0.35,0.5,0.575,0.75,0.35
0.3664,0.075,0.2,0.275,0.35,0.625,0.725,0.1
0.3668,0.05,0.15,0.175,0.35,0.45,0.775,0.2
0.3672,0.025,0.275,0.5,0.775,0.8,0.825,0.025
0.3676,0.075,0.4,0.55,0.625,0.65,0.825,0.35
0.368,0.2,0.225,0.35,0.7,0.775,0.825,0.375
0.3684,0.025,0.65,0.675,0.775,0.8,0.825,0.075
0.3688,0.175,0.325,0.6,0.65,0.7,0.8,0.35
0.3692,0.075,0.35,0.375,0.5,0.575,0.75,0.05
0.3696,0.2,0.225,0.45,0.5,0.625,0.725,0.225
0.37,0.05,0.275,0.425,0.675,0.75,0.825,0.275
0.3704,0.025,0.05,0.125,0.25,0.475,0.6,0.35
0.3708,0.075,0.125,0.175,0.2,0.35,0.775,0.25
0.3712,0.15,0.275,0.425,0.5,0.575,0.6,0.225
0.3716,0.5,0.55,0.65,0.725,0.75,0.8,0.4
0.372,0.05,0.2,0.25,0.4,0.675,0.75,0.375
0.3724,0.025,0.05,0.375,0.45,0.5,0.725,0.1
0.3728,0.175,0.2,0.5,0.575,0.7,0.725,0.125
0.3732,0.1,0.25,0.425,0.7,0.8,0.825,0.05
0.3736,0.125,0.15,0.175,0.35,0.625,0.7,0.025
0.374,0.1,0.25,0.325,0.375,0.475,0.75,0.35
0.3744,0.05,0.1,0.175,0.35,0.375,0.625,0.375
0.3748,0.15,0.175,0.45,0.6,0.75,0.8,0.225
0.3752,0.1,0.3,0.5,0.625,0.7,0.725,0.4
0.3756,0.075,0.125,0.275,0.3,0.775,0.8,0.275
0.376,0.05,0.225,0.325,0.375,0.475,0.6,0.075
0.3764,0.125,0.425,0.525,0.625,0.675,0.8,0.35
0.3768,0.125,0.225,0.375,0.525,0.65,0.775,0.325
0.3772,0.3,0.4,0.625,0.65,0.675,0.775,0.125
0.3776,0.15,0.175,0.25,0.3,0.375,0.525,0.125
0.378,0.025,0.05,0.2,0.3,0.4,0.75,0.4
0.3784,0.05,0.1,0.15,0.25,0.625,0.75,0.225
0.3788,0.175,0.35,0.4,0.675,0.725,0.8,0.025
0.3792,0.225,0.325,0.5,0.55,0.625,0.7,0.35
0.3796,0.075,0.1,0.55,0.575,0.7,0.75,0.25
0.38,0.15,0.175,0.2,0.55,0.65,0.675,0.3
0.3804,0.075,0.125,0.15,0.25,0.475,0.575,0.375
0.3808,0.05,0.275,0.3,0.35,0.375,0.4,0.1
0.3812,0.125,0.2,0.375,0.4,0.65,0.8,0.025
0.3816,0.15,0.175,0.4,0.425,0.6,0.625,0.175
0.382,0.05,0.075,0.175,0.3,0.325,0.75,0.275
0.3824,0.4,0.575,0.625,0.65,0.8,0.825,0.125
0.3828,0.1,0.35,0.375,0.525,0.575,0.75,0.175
0.3832,0.125,0.225,0.325,0.45,0.5,0.8,0.025
0.3836,0.075,0.125,0.3,0.375,0.7,0.825,0.15
0.384,0.025,0.075,0.35,0.475,0.75,0.825,0.4
0.3844,0.025,0.1,0.35,0.55,0.75,0.825,0.025
0.3848,0.2,0.3,0.35,0.375,0.425,0.525,0.025
0.3852,0.1,0.175,0.35,0.65,0.8,0.825,0.35
0.3856,0.025,0.125,0.375,0.425,0.675,0.725,0.05
0.386,0.1,0.125,0.275,0.45,0.55,0.825,0.3
0.3864,0.05,0.325,0.525,0.7,0.725,0.775,0.225
0.3868,0.175,0.275,0.375,0.475,0.5,0.6,0.325
0.3872,0.125,0.225,0.275,0.425,0.575,0.7,0.25
0.3876,0.025,0.125,0.25,0.425,0.45,0.725,0.3
0.388,0.075,0.125,0.275,0.375,0.65,0.825,0.275
0.3884,0.075,0.225,0.4,0.5,0.55,0.825,0.375
0.3888,0.15,0.2,0.25,0.45,0.55,0.8,0.4
0.3892,0.15,0.3,0.375,0.55,0.725,0.8,0.25
0.3896,0.025,0.075,0.4,0.45,0.55,0.725,0.1
0.39,0.1,0.15,0.175,0.4,0.475,0.5,0.1
0.3904,0.15,0.2,0.25,0.4,0.625,0.75,0.35
0.3908,0.075,0.1,0.475,0.525,0.675,0.7,0.125
0.3912,0.15,0.175,0.2,0.5,0.525,0.625,0.25
0.3916,0.025,0.175,0.3,0.35,0.45,0.625,0.4
0.392,0.175,0.425,0.45,0.675,0.725,0.8,0.325
0.3924,0.075,0.15,0.175,0.575,0.75,0.825,0.325
0.3928,0.35,0.55,0.65,0.675,0.7,0.775,0.1
0.3932,0.025,0.3,0.325,0.4,0.575,0.7,0.175
0.3936,0.075,0.125,0.15,0.2,0.425,0.45,0.35
0.394,0.075,0.125,0.175,0.325,0.35,0.45,0.125
0.3944,0.35,0.55,0.675,0.7,0.75,0.825,0.35
0.3948,0.125,0.175,0.325,0.375,0.45,0.75,0.35
0.3952,0.025,0.225,0.325,0.525,0.6,0.8,0.15
0.3956,0.175,0.2,0.3,0.375,0.55,0.65,0.2
0.396,0.175,0.2,0.35,0.55,0.6,0.75,0.175
0.3964,0.05,0.2,0.325,0.35,0.625,0.825,0.25
0.3968,0.025,0.05,0.075,0.4,0.45,0.575,0.3
0.3972,0.025,0.075,0.175,0.35,0.65,0.7,0.05
0.3976,0.025,0.1,0.4,0.525,0.575,0.7,0.15
0.398,0.05,0.2,0.25,0.3,0.75,0.825,0.4
0.3984,0.025,0.075,0.15,0.275,0.3,0.575,0.275
0.3988,0.275,0.7,0.725,0.75,0.8,0.825,0.05
0.3992,0.05,0.25,0.55,0.6,0.65,0.675,0.15
0.3996,0.125,0.15,0.35,0.55,0.6,0.65,0.225
0.4,0.05,0.225,0.4,0.425,0.475,0.625,0.1
0.4004,0.025,0.05,0.45,0.725,0.775,0.8,0.05
0.4008,0.05,0.225,0.275,0.55,0.6,0.675,0.275
0.4012,0.175,0.4,0.65,0.675,0.725,0.775,0.35
0.4016,0.1,0.125,0.175,0.25,0.325,0.625,0.275
0.402,0.05,0.1,0.125,0.2,0.475,0.55,0.3
0.4024,0.075,0.1,0.375,0.625,0.65,0.75,0.325
0.4028,0.025,0.075,0.15,0.3,0.4,0.8,0.3
0.4032,0.025,0.125,0.35,0.4,0.425,0.55,0.075
0.4036,0.075,0.15,0.25,0.4,0.625,0.775,0.125
0.404,0.125,0.175,0.325,0.6,0.625,0.7,0.1
0.4044,0.2,0.45,0.525,0.7,0.725,0.825,0.2
0.4048,0.2,0.25,0.275,0.3,0.625,0.725,0.225
0.4052,0.15,0.275,0.325,0.55,0.625,0.8,0.3
0.4056,0.225,0.25,0.275,0.45,0.475,0.525,0.25
0.406,0.15,0.325,0.35,0.7,0.725,0.75,0.2
0.4064,0.075,0.4,0.475,0.525,0.6,0.65,0.15
0.4068,0.025,0.15,0.175,0.275,0.325,0.4,0.025
0.4072,0.2,0.425,0.525,0.575,0.625,0.8,0.3
0.4076,0.3,0.475,0.6,0.625,0.75,0.8,0.275
0.408,0.075,0.125,0.325,0.475,0.625,0.725,0.3
0.4084,0.075,0.15,0.275,0.5,0.775,0.8,0.25
0.4088,0.1,0.25,0.475,0.55,0.7,0.825,0.1
0.4092,0.075,0.225,0.525,0.575,0.675,0.775,0.125
0.4096,0.05,0.075,0.1,0.325,0.5,0.725,0.025
0.41,0.275,0.3,0.525,0.575,0.675,0.8,0.125
0.4104,0.075,0.25,0.325,0.5,0.525,0.8,0.375
0.4108,0.025,0.15,0.2,0.25,0.575,0.825,0.05
0.4112,0.025,0.15,0.25,0.65,0.675,0.7,0.05
0.4116,0.175,0.525,0.55,0.65,0.7,0.75,0.275
0.412,0.1,0.425,0.575,0.675,0.7,0.8,0.075
0.4124,0.025,0.05,0.475,0.575,0.675,0.725,0.25
0.4128,0.075,0.55,0.6,0.675,0.7,0.75,0.35
0.4132,0.025,0.15,0.2,0.3,0.35,0.625,0.15
0.4136,0.05,0.075,0.325,0.475,0.5,0.575,0.2
0.414,0.025,0.05,0.075,0.2,0.325,0.8,0.175
0.4144,0.125,0.275,0.3,0.475,0.625,0.8,0.125
0.4148,0.025,0.1,0.275,0.425,0.475,0.725,0.3
0.4152,0.025,0.225,0.275,0.3,0.45,0.75,0.25
0.4156,0.025,0.2,0.375,0.45,0.55,0.675,0.225
0.416,0.05,0.1,0.4,0.475,0.55,0.65,0.3
0.4164,0.275,0.325,0.375,0.5,0.775,0.825,0.075
0.4168,0.05,0.15,0.25,0.425,0.575,0.6,0.075
0.4172,0.2,0.35,0.625,0.65,0.75,0.775,0.275
0.4176,0.05,0.175,0.2,0.425,0.75,0.8,0.3
0.418,0.025,0.075,0.525,0.55,0.775,0.8,0.175
0.4184,0.025,0.175,0.25,0.35,0.525,0.625,0.025
0.4188,0.075,0.325,0.45,0.5,0.575,0.7,0.325
0.4192,0.3,0.35,0.5,0.55,0.6,0.8,0.275
0.4196,0.2,0.325,0.575,0.675,0.775,0.825,0.175
0.42,0.125,0.325,0.35,0.425,0.5,0.65,0.025
0.4204,0.15,0.2,0.55,0.575,0.75,0.775,0.025
0.4208,0.025,0.4,0.5,0.575,0.675,0.775,0.05
0.4212,0.05,0.25,0.425,0.45,0.475,0.725,0.375
0.4216,0.125,0.225,0.3,0.325,0.375,0.55,0.35
0.422,0.025,0.3,0.35,0.725,0.775,0.8,0.375
0.4224,0.05,0.2,0.35,0.5,0.525,0.6,0.225
0.4228,0.025,0.075,0.225,0.275,0.425,0.575,0.3
0.4232,0.2,0.275,0.3,0.35,0.45,0.55,0.05
0.4236,0.2,0.25,0.325,0.35,0.4,0.575,0.4
0.424,0.05,0.075,0.225,0.6,0.65,0.675,0.125
0.4244,0.025,0.2,0.325,0.35,0.675,0.775,0.05
0.4248,0.05,0.5,0.525,0.55,0.575,0.775,0.3
0.4252,0.05,0.25,0.35,0.45,0.5,0.75,0.075
0.4256,0.025,0.2,0.3,0.325,0.6,0.675,0.2
0.426,0.125,0.525,0.7,0.725,0.75,0.775,0.2
0.4264,0.025,0.2,0.4,0.425,0.625,0.75,0.25
0.4268,0.125,0.15,0.375,0.575,0.675,0.75,0.3
0.4272,0.175,0.2,0.225,0.4,0.575,0.65,0.025
0.4276,0.025,0.15,0.25,0.375,0.625,0.775,0.35
0.428,0.15,0.325,0.4,0.5,0.55,0.6,0.4
0.4284,0.075,0.325,0.475,0.675,0.7,0.75,0.05
0.4288,0.225,0.25,0.475,0.7,0.8,0.825,0.15
0.4292,0.075,0.125,0.175,0.675,0.775,0.8,0.25
0.4296,0.225,0.275,0.4,0.425,0.625,0.675,0.35
0.43,0.175,0.3,0.525,0.575,0.6,0.7,0.075
0.4304,0.25,0.4,0.45,0.525,0.6,0.65,0.025
0.4308,0.025,0.075,0.2,0.4,0.725,0.825,0.175
0.4312,0.075,0.1,0.425,0.6,0.675,0.75,0.15
0.4316,0.025,0.15,0.3,0.55,0.575,0.65,0.2
0.432,0.1,0.225,0.45,0.525,0.625,0.65,0.15
0.4324,0.1,0.275,0.4,0.5,0.55,0.725,0.25
0.4328,0.15,0.225,0.35,0.425,0.5,0.825,0.225
0.4332,0.175,0.425,0.575,0.6,0.675,0.8,0.05
0.4336,0.025,0.2,0.225,0.475,0.525,0.775,0.275
0.434,0.05,0.15,0.2,0.375,0.65,0.725,0.4
0.4344,0.2,0.3,0.375,0.425,0.55,0.825,0.4
0.4348,0.05,0.1,0.2,0.5,0.575,0.6,0.175
0.4352,0.1,0.375,0.45,0.625,0.725,0.8,0.375
0.4356,0.025,0.075,0.3,0.6,0.65,0.675,0.025
0.436,0.1,0.175,0.2,0.325,0.425,0.45,0.25
0.4364,0.025,0.2,0.45,0.6,0.725,0.75,0.4
0.4368,0.125,0.25,0.375,0.45,0.5,0.7,0.25
0.4372,0.025,0.2,0.275,0.375,0.425,0.625,0.025
0.4376,0.025,0.55,0.6,0.625,0.725,0.825,0.375
0.438,0.125,0.225,0.25,0.5,0.55,0.65,0.175
0.4384,0.025,0.2,0.5,0.55,0.6,0.7,0.025
0.4388,0.125,0.2,0.275,0.325,0.375,0.625,0.125
0.4392,0.175,0.425,0.625,0.675,0.75,0.775,0.225
0.4396,0.025,0.05,0.125,0.15,0.25,0.725,0.4
0.44,0.2,0.275,0.325,0.45,0.625,0.75,0.375
0.4404,0.05,0.225,0.3,0.4,0.625,0.675,0.15
0.4408,0.15,0.3,0.375,0.45,0.725,0.8,0.25
0.4412,0.05,0.15,0.2,0.275,0.3,0.625,0.05
0.4416,0.15,0.175,0.325,0.575,0.7,0.725,0.225
0.442,0.075,0.325,0.45,0.5,0.675,0.7,0.125
0.4424,0.025,0.1,0.2,0.425,0.625,0.825,0.025
0.4428,0.1,0.275,0.475,0.5,0.6,0.7,0.3
0.4432,0.1,0.2,0.35,0.625,0.7,0.8,0.4
0.4436,0.025,0.05,0.175,0.375,0.525,0.775,0.4
0.444,0.125,0.15,0.375,0.4,0.475,0.65,0.15
0.4444,0.05,0.25,0.3,0.45,0.6,0.825,0.375
0.4448,0.075,0.225,0.425,0.525,0.65,0.8,0.025
0.4452,0.225,0.375,0.4,0.55,0.675,0.7,0.15
0.4456,0.1,0.25,0.325,0.625,0.65,0.75,0.25
0.446,0.1,0.25,0.575,0.6,0.65,0.825,0.25
0.4464,0.175,0.225,0.25,0.325,0.475,0.825,0.15
0.4468,0.025,0.525,0.575,0.6,0.65,0.75,0.125
0.4472,0.275,0.325,0.45,0.5,0.65,0.775,0.225
0.4476,0.025,0.3,0.325,0.45,0.65,0.725,0.375
0.448,0.05,0.075,0.175,0.45,0.575,0.675,0.15
0.4484,0.05,0.4,0.45,0.575,0.65,0.675,0.25
0.4488,0.225,0.4,0.45,0.65,0.75,0.775,0.35
0.4492,0.05,0.075,0.2,0.375,0.475,0.525,0.275
0.4496,0.075,0.525,0.6,0.675,0.7,0.775,0.2
0.45,0.025,0.425,0.45,0.55,0.625,0.8,0.025
0.4504,0.05,0.2,0.375,0.45,0.6,0.75,0.075
0.4508,0.025,0.075,0.175,0.45,0.575,0.675,0.3
0.4512,0.05,0.175,0.2,0.4,0.625,0.75,0.225
0.4516,0.05,0.425,0.45,0.575,0.725,0.75,0.15
0.452,0.05,0.325,0.35,0.425,0.475,0.65,0.35
0.4524,0.1,0.225,0.425,0.525,0.625,0.775,0.025
0.4528,0.075,0.15,0.3,0.475,0.75,0.775,0.325
0.4532,0.075,0.225,0.5,0.6,0.65,0.8,0.25
0.4536,0.15,0.2,0.3,0.425,0.7,0.825,0.125
0.454,0.325,0.35,0.525,0.55,0.575,0.675,0.1
0.4544,0.1,0.15,0.2,0.25,0.325,0.65,0.125
0.4548,0.15,0.225,0.3,0.35,0.5,0.55,0.325
0.4552,0.025,0.075,0.125,0.325,0.4,0.45,0.125
0.4556,0.025,0.225,0.425,0.6,0.65,0.775,0.125
0.456,0.25,0.3,0.325,0.425,0.6,0.775,0.375
0.4564,0.425,0.45,0.575,0.6,0.625,0.65,0.1
0.4568,0.025,0.1,0.125,0.225,0.375,0.475,0.325
0.4572,0.025,0.3,0.45,0.475,0.525,0.6,0.25
0.4576,0.175,0.2,0.275,0.325,0.375,0.65,0.325
0.458,0.025,0.075,0.325,0.4,0.525,0.55,0.2
0.4584,0.125,0.175,0.25,0.275,0.575,0.65,0.4
0.4588,0.075,0.15,0.325,0.65,0.675,0.725,0.175
0.4592,0.075,0.1,0.4,0.425,0.55,0.725,0.325
0.4596,0.05,0.15,0.375,0.575,0.65,0.825,0.2
0.46,0.325,0.375,0.45,0.7,0.75,0.825,0.025
0.4604,0.05,0.1,0.3,0.475,0.8,0.825,0.4
0.4608,0.3,0.4,0.425,0.475,0.6,0.75,0.125
0.4612,0.025,0.05,0.35,0.45,0.625,0.775,0.2
0.4616,0.05,0.175,0.35,0.4,0.425,0.525,0.125
0.462,0.05,0.075,0.15,0.525,0.55,0.625,0.125
0.4624,0.125,0.175,0.25,0.475,0.65,0.775,0.35
0.4628,0.2,0.625,0.65,0.775,0.8,0.825,0.225
0.4632,0.175,0.2,0.425,0.475,0.525,0.65,0.3
0.4636,0.325,0.45,0.525,0.55,0.625,0.65,0.025
0.464,0.025,0.1,0.125,0.35,0.4,0.425,0.025
0.4644,0.025,0.1,0.225,0.25,0.5,0.775,0.175
0.4648,0.05,0.225,0.475,0.6,0.625,0.825,0.25
0.4652,0.4,0.425,0.6,0.7,0.725,0.8,0.3
0.4656,0.075,0.125,0.175,0.325,0.35,0.375,0.375
0.466,0.05,0.2,0.3,0.325,0.475,0.725,0.1
0.4664,0.325,0.35,0.425,0.475,0.6,0.775,0.2
0.4668,0.325,0.35,0.45,0.5,0.675,0.775,0.05
0.4672,0.05,0.275,0.5,0.55,0.6,0.775,0.125
0.4676,0.025,0.075,0.1,0.15,0.425,0.625,0.275
0.468,0.05,0.35,0.375,0.475,0.575,0.6,0.3
0.4684,0.075,0.175,0.25,0.4,0.6,0.725,0.325
0.4688,0.125,0.275,0.35,0.6,0.65,0.7,0.325
0.4692,0.1,0.25,0.3,0.325,0.75,0.8,0.325
0.4696,0.125,0.325,0.375,0.425,0.475,0.525,0.375
0.47,0.1,0.325,0.35,0.425,0.625,0.775,0.1
0.4704,0.075,0.35,0.4,0.65,0.675,0.775,0.225
0.4708,0.05,0.4,0.425,0.5,0.65,0.8,0.2
0.4712,0.225,0.425,0.45,0.65,0.725,0.75,0.2
0.4716,0.1,0.325,0.575,0.625,0.675,0.825,0.35
0.472,0.25,0.35,0.45,0.625,0.65,0.675,0.375
0.4724,0.025,0.275,0.425,0.45,0.675,0.775,0.35
0.4728,0.1,0.125,0.475,0.55,0.7,0.725,0.375
0.4732,0.025,0.175,0.275,0.35,0.375,0.4,0.35
0.4736,0.1,0.125,0.2,0.475,0.675,0.7,0.2
0.474,0.075,0.15,0.25,0.3,0.55,0.75,0.375
0.4744,0.2,0.275,0.4,0.425,0.55,0.825,0.2
0.4748,0.2,0.325,0.4,0.425,0.725,0.8,0.4
0.4752,0.325,0.4,0.475,0.5,0.575,0.625,0.25
0.4756,0.1,0.15,0.5,0.525,0.65,0.825,0.05
0.476,0.175,0.45,0.55,0.75,0.8,0.825,0.15
0.4764,0.6,0.65,0.675,0.725,0.775,0.825,0.4
0.4768,0.25,0.275,0.325,0.525,0.675,0.775,0.025
0.4772,0.05,0.075,0.2,0.325,0.475,0.525,0.075
0.4776,0.1,0.2,0.225,0.25,0.725,0.75,0.075
0.478,0.1,0.15,0.325,0.375,0.45,0.475,0.125
0.4784,0.075,0.15,0.175,0.725,0.75,0.825,0.05
0.4788,0.1,0.4,0.575,0.625,0.675,0.725,0.075
0.4792,0.1,0.15,0.35,0.425,0.75,0.8,0.3
0.4796,0.425,0.475,0.5,0.6,0.625,0.675,0.3
0.48,0.075,0.175,0.25,0.375,0.475,0.6,0.25
0.4804,0.05,0.325,0.4,0.45,0.6,0.75,0.3
0.4808,0.025,0.075,0.125,0.3,0.525,0.7,0.3
0.4812,0.025,0.05,0.375,0.55,0.7,0.75,0.05
0.4816,0.025,0.15,0.25,0.275,0.45,0.675,0.3
0.482,0.075,0.1,0.125,0.3,0.425,0.525,0.35
0.4824,0.05,0.525,0.65,0.7,0.725,0.8,0.025
0.4828,0.175,0.225,0.25,0.3,0.775,0.8,0.325
0.4832,0.15,0.475,0.525,0.65,0.8,0.825,0.325
0.4836,0.025,0.175,0.2,0.375,0.65,0.725,0.25
0.484,0.075,0.125,0.325,0.5,0.55,0.725,0.225
0.4844,0.075,0.35,0.375,0.4,0.6,0.725,0.125
0.4848,0.05,0.175,0.225,0.625,0.775,0.8,0.225
0.4852,0.15,0.35,0.475,0.575,0.625,0.8,0.3
0.4856,0.175,0.4,0.425,0.5,0.625,0.65,0.1
0.486,0.175,0.4,0.45,0.6,0.7,0.725,0.15
0.4864,0.225,0.25,0.3,0.4,0.45,0.8,0.375
0.4868,0.075,0.15,0.275,0.525,0.6,0.775,0.25
0.4872,0.15,0.175,0.225,0.3,0.425,0.6,0.225
0.4876,0.05,0.075,0.1,0.125,0.45,0.7,0.025
0.488,0.075,0.225,0.425,0.5,0.525,0.725,0.1
0.4884,0.025,0.05,0.275,0.6,0.725,0.75,0.3
0.4888,0.05,0.125,0.35,0.45,0.525,0.625,0.4
0.4892,0.225,0.375,0.525,0.575,0.7,0.75,0.075
0.4896,0.125,0.25,0.425,0.65,0.775,0.8,0.1
0.49,0.1,0.175,0.275,0.325,0.575,0.75,0.225
0.4904,0.225,0.275,0.3,0.425,0.45,0.475,0.125
0.4908,0.075,0.175,0.2,0.25,0.575,0.6,0.125
0.4912,0.025,0.1,0.175,0.325,0.35,0.475,0.375
0.4916,0.225,0.425,0.475,0.5,0.525,0.65,0.4
0.492,0.075,0.175,0.5,0.525,0.55,0.8,0.125
0.4924,0.25,0.3,0.325,0.525,0.65,0.675,0.35
0.4928,0.175,0.275,0.525,0.575,0.775,0.8,0.125
0.4932,0.15,0.25,0.475,0.575,0.725,0.775,0.15
0.4936,0.025,0.125,0.325,0.525,0.675,0.775,0.275
0.494,0.1,0.125,0.25,0.325,0.375,0.4,0.3
0.4944,0.225,0.25,0.4,0.5,0.625,0.725,0.225
0.4948,0.1,0.15,0.575,0.625,0.675,0.7,0.025
0.4952,0.05,0.275,0.3,0.35,0.6,0.8,0.35
0.4956,0.1,0.225,0.4,0.425,0.55,0.725,0.375
0.496,0.05,0.425,0.55,0.65,0.725,0.825,0.25
0.4964,0.025,0.075,0.225,0.375,0.4,0.825,0.375
0.4968,0.3,0.35,0.525,0.65,0.7,0.825,0.3
0.4972,0.025,0.075,0.125,0.5,0.625,0.675,0.1
0.4976,0.075,0.125,0.4,0.45,0.575,0.6,0.375
0.498,0.15,0.25,0.275,0.625,0.8,0.825,0.125
0.4984,0.025,0.35,0.375,0.4,0.75,0.8,0.225
0.4988,0.175,0.2,0.225,0.3,0.425,0.825,0.4
0.4992,0.025,0.175,0.275,0.3,0.425,0.675,0.125
0.4996,0.2,0.25,0.475,0.65,0.7,0.75,0.1
0.5,0.125,0.15,0.275,0.35,0.5,0.525,0.25
0.5004,0.225,0.3,0.35,0.475,0.7,0.8,0.025
0.5008,0.1,0.35,0.425,0.7,0.75,0.825,0.175
0.5012,0.1,0.35,0.55,0.625,0.8,0.825,0.05
0.5016,0.25,0.3,0.45,0.65,0.675,0.775,0.075
0.502,0.025,0.1,0.125,0.35,0.475,0.7,0.4
0.5024,0.225,0.45,0.475,0.65,0.775,0.8,0.4
0.5028,0.075,0.25,0.375,0.6,0.675,0.8,0.2
0.5032,0.075,0.175,0.325,0.45,0.575,0.65,0.4
0.5036,0.4,0.475,0.55,0.575,0.675,0.725,0.275
0.504,0.225,0.275,0.35,0.425,0.475,0.575,0.3
0.5044,0.175,0.25,0.275,0.525,0.575,0.65,0.15
0.5048,0.175,0.35,0.45,0.575,0.625,0.8,0.375
0.5052,0.05,0.175,0.225,0.425,0.525,0.625,0.025
0.5056,0.05,0.125,0.3,0.325,0.625,0.825,0.175
0.506,0.3,0.35,0.5,0.525,0.625,0.775,0.4
0.5064,0.025,0.05,0.15,0.175,0.75,0.775,0.25
0.5068,0.3,0.325,0.425,0.5,0.625,0.65,0.3
0.5072,0.05,0.1,0.15,0.5,0.55,0.775,0.175
0.5076,0.05,0.275,0.45,0.575,0.75,0.825,0.325
0.508,0.025,0.125,0.375,0.6,0.7,0.8,0.175
